Observer,Block,Contrast,State,Time,Duration
al,1,0.0625,-2,0.017775,1.700751
al,1,0.0625,-1,0.034398,6.503033
al,1,0.0625,-2,0.067748,0.150073
al,1,0.0625,1,0.084426,1.750823
al,1,0.0625,-2,0.117772,0.500229
al,1,0.0625,-1,0.134444,4.568803
al,1,0.0625,-2,0.167792,0.700346
al,1,0.0625,1,0.184465,2.751265
al,1,0.0625,-2,0.217818,0.800383
al,1,0.0625,-1,0.23449,6.002805
al,1,0.0625,-2,0.26784,0.550253
al,1,0.0625,1,0.284515,1.650773
al,1,0.0625,-2,0.317868,0.8504
al,1,0.0625,-1,0.334542,1.467349
al,1,0.0625,-2,0.367886,0.200099
al,1,0.0625,1,0.38456,2.384452
al,1,0.0625,-2,0.417909,0.150072
al,1,0.0625,-1,0.434583,5.00234
al,1,0.0625,-2,0.467934,2.151
al,1,0.0625,1,0.484607,1.500698
al,1,0.0625,-2,0.517958,1.167211
al,1,0.0625,-1,0.534634,3.001406
al,1,0.0625,-2,0.567984,0.283463
al,1,0.0625,1,0.584656,0.800383
al,1,0.0625,-2,0.618003,3.751758
al,1,0.0625,-1,0.634678,1.650761
al,1,0.0625,-2,0.668029,0.200097
al,1,0.0625,1,0.684702,3.868473
al,1,0.0625,-2,0.718053,0.200097
al,1,0.0625,-1,0.734726,1.950911
al,1,0.0625,-2,0.768078,0.016675
al,1,0.0625,-1,0.784751,2.284399
al,1,0.0625,-2,0.818095,0.100052
al,1,0.0625,1,0.834771,1.200561
al,1,0.0625,-2,0.86812,0.016672
al,1,0.0625,-1,0.884793,5.485899
al,1,0.0625,-2,0.918146,0.366844
al,1,0.0625,1,0.934816,3.835122
al,1,0.0625,-2,0.968171,2.050964
al,1,0.0625,-1,0.984844,2.751282
al,1,0.0625,-2,1.01819,0.150072
al,1,0.0625,1,1.034864,1.900898
al,1,0.0625,-2,1.068212,0.75034
al,1,0.0625,-1,1.084886,2.451147
al,1,0.0625,-2,1.118237,0.266796
al,1,0.0625,1,1.13491,2.401121
al,1,0.0625,-2,1.16826,0.133415
al,1,0.0625,-1,1.184934,3.951826
al,1,0.0625,-2,1.218289,0.250123
al,1,0.0625,1,1.234964,1.70079
al,1,0.0625,-2,1.268307,0.500239
al,1,0.0625,-1,1.285015,2.301076
al,1,0.0625,-2,1.318329,0.050017
al,1,0.0625,-1,1.335004,1.167214
al,1,0.0625,-2,1.368354,0.183424
al,1,0.0625,1,1.385027,5.019014
al,1,0.0625,-2,1.418382,1.617421
al,1,0.0625,-1,1.435053,0.783702
al,1,0.0625,-2,1.4684,1.350632
al,1,0.0625,-1,1.485075,2.61789
al,1,0.0625,-2,1.518424,0.283471
al,1,0.0625,1,1.535099,2.901355
al,1,0.0625,-2,1.568447,0.250119
al,1,0.0625,-1,1.585122,3.06819
al,1,0.0625,-2,1.618472,2.934617
al,1,0.0625,-1,1.63515,3.151467
al,1,0.0625,-2,1.668499,1.200559
al,2,0.0625,-2,0.00953,1.250537
al,2,0.0625,1,0.042841,4.151932
al,2,0.0625,-1,0.05951,3.201496
al,2,0.0625,1,0.092852,3.534987
al,2,0.0625,-1,0.109529,1.567392
al,2,0.0625,-2,0.142887,0.033349
al,2,0.0625,1,0.159554,0.550252
al,2,0.0625,-2,0.192902,0.066699
al,2,0.0625,-1,0.209574,1.967583
al,2,0.0625,1,0.242928,7.053287
al,2,0.0625,-1,0.259599,1.584068
al,2,0.0625,-2,0.292947,0.016674
al,2,0.0625,1,0.30962,4.902289
al,2,0.0625,-2,0.342971,0.133394
al,2,0.0625,-1,0.359654,7.420122
al,2,0.0625,1,0.392999,2.201028
al,2,0.0625,-1,0.409667,1.484099
al,2,0.0625,-2,0.443017,0.066624
al,2,0.0625,1,0.45969,2.201025
al,2,0.0625,-2,0.493042,0.800381
al,2,0.0625,1,0.509713,0.750341
al,2,0.0625,-2,0.543066,0.483563
al,2,0.0625,-1,0.559739,0.50023
al,2,0.0625,-2,0.593093,0.016677
al,2,0.0625,1,0.609765,2.83465
al,2,0.0625,-2,0.64311,0.016679
al,2,0.0625,-1,0.659782,2.084303
al,2,0.0625,1,0.693132,1.400654
al,2,0.0625,-2,0.709807,0.050021
al,2,0.0625,-1,0.743157,5.769357
al,2,0.0625,-2,0.759832,0.867092
al,2,0.0625,1,0.793179,3.134772
al,2,0.0625,-1,0.809861,2.501166
al,2,0.0625,-2,0.843208,0.016672
al,2,0.0625,1,0.859877,6.586404
al,2,0.0625,-2,0.893225,0.016673
al,2,0.0625,-1,0.909898,4.38538
al,2,0.0625,1,0.943248,3.018073
al,2,0.0625,-2,0.959923,0.03335
al,2,0.0625,-1,0.993273,1.650767
al,2,0.0625,1,1.009947,3.251515
al,2,0.0625,-1,1.043579,3.551661
al,2,0.0625,1,1.059975,3.951843
al,2,0.0625,-1,1.093319,1.517369
al,2,0.0625,1,1.109995,1.00047
al,2,0.0625,-2,1.143346,0.033371
al,2,0.0625,-1,1.160016,2.150978
al,2,0.0625,1,1.193364,1.717465
al,2,0.0625,-1,1.210041,2.100986
al,2,0.0625,-2,1.243393,0.016669
al,2,0.0625,1,1.260067,0.183415
al,2,0.0625,-2,1.293419,0.316819
al,2,0.0625,-1,1.310085,1.684116
al,2,0.0625,1,1.343437,1.467352
al,2,0.0625,-1,1.360111,1.283932
al,2,0.0625,1,1.393459,2.017608
al,2,0.0625,-1,1.410133,3.384909
al,2,0.0625,-2,1.443482,0.066699
al,2,0.0625,1,1.460157,1.150549
al,2,0.0625,-2,1.493509,0.250106
al,2,0.0625,1,1.510192,3.751748
al,2,0.0625,-1,1.54353,1.283931
al,13,0.125,-2,0.008552,1.200508
al,13,0.125,-1,0.04185,2.734617
al,13,0.125,-2,0.058523,0.41686
al,13,0.125,1,0.09187,2.43447
al,13,0.125,-2,0.108544,0.917093
al,13,0.125,-1,0.141894,6.136209
al,13,0.125,-2,0.158571,0.05002
al,13,0.125,-1,0.191921,0.050031
al,13,0.125,-2,0.208596,0.516905
al,13,0.125,1,0.241938,3.718406
al,13,0.125,-2,0.258617,0.783701
al,13,0.125,-1,0.291963,1.90089
al,13,0.125,-2,0.308638,0.216767
al,13,0.125,1,0.34199,2.984725
al,13,0.125,-2,0.358661,0.8504
al,13,0.125,-1,0.392017,3.8518
al,13,0.125,-2,0.408688,1.450684
al,13,0.125,1,0.442033,3.60168
al,13,0.125,-2,0.458794,0.150077
al,13,0.125,-1,0.492061,6.002811
al,13,0.125,-2,0.50873,0.466879
al,13,0.125,1,0.54208,3.501636
al,13,0.125,-2,0.558756,0.100049
al,13,0.125,-1,0.592105,2.384452
al,13,0.125,-2,0.608782,0.116715
al,13,0.125,1,0.642138,3.635037
al,13,0.125,-2,0.658803,1.450679
al,13,0.125,-1,0.692152,4.852269
al,13,0.125,-2,0.708826,0.45021
al,13,0.125,1,0.742174,2.584541
al,13,0.125,-2,0.758847,0.050028
al,13,0.125,-1,0.792197,4.635504
al,13,0.125,-2,0.808872,1.300601
al,13,0.125,1,0.842226,2.567867
al,13,0.125,-2,0.858902,0.133405
al,13,0.125,-1,0.892244,3.101445
al,13,0.125,-2,0.908918,0.150074
al,13,0.125,1,0.942268,2.918026
al,13,0.125,-2,0.958945,1.700795
al,13,0.125,1,0.99229,0.783701
al,13,0.125,-2,1.008965,0.900423
al,13,0.125,-1,1.042316,0.817047
al,13,0.125,-2,1.058996,0.133399
al,13,0.125,1,1.09234,2.301077
al,13,0.125,-2,1.109011,0.666975
al,13,0.125,-1,1.142361,3.885157
al,13,0.125,-2,1.159036,0.300137
al,13,0.125,1,1.192386,1.7008
al,13,0.125,-2,1.209061,1.517371
al,13,0.125,1,1.24241,0.800373
al,13,0.125,-2,1.259084,0.583619
al,13,0.125,-1,1.292437,3.901815
al,13,0.125,-2,1.30911,0.100054
al,13,0.125,1,1.342454,3.651703
al,13,0.125,-2,1.359131,0.200092
al,13,0.125,-1,1.392476,7.570211
al,13,0.125,-2,1.409153,0.466886
al,13,0.125,1,1.442502,3.534985
al,13,0.125,-2,1.459179,0.600285
al,13,0.125,-1,1.492532,1.46735
al,13,0.125,-2,1.509203,4.385389
al,14,0.125,-2,0.030678,0.897055
al,14,0.125,-1,0.044234,4.552122
al,14,0.125,-2,0.077332,2.954564
al,14,0.125,1,0.094006,0.697145
al,14,0.125,-2,0.127355,0.250118
al,14,0.125,-1,0.144029,7.953718
al,14,0.125,-2,0.17738,1.000466
al,14,0.125,-1,0.194057,1.06716
al,14,0.125,-2,0.22741,0.283469
al,14,0.125,1,0.244075,1.367302
al,14,0.125,-2,0.277426,0.133397
al,14,0.125,-1,0.294098,8.103785
al,14,0.125,-2,0.327449,2.351099
al,14,0.125,1,0.344123,1.217235
al,14,0.125,-2,0.377473,1.30061
al,14,0.125,-1,0.394147,4.085243
al,14,0.125,-2,0.427498,1.867537
al,14,0.125,-1,0.444176,4.285333
al,14,0.125,-2,0.477519,0.050029
al,14,0.125,1,0.494192,2.801299
al,14,0.125,-2,0.527542,0.516912
al,14,0.125,-1,0.544215,6.486367
al,14,0.125,-2,0.577567,1.250581
al,14,0.125,1,0.594238,1.217241
al,14,0.125,-2,0.627587,0.733675
al,14,0.125,-1,0.644266,0.700319
al,14,0.125,-2,0.677615,1.250592
al,14,0.125,1,0.694287,1.150531
al,14,0.125,-2,0.727634,0.350167
al,14,0.125,-1,0.744308,0.850392
al,14,0.125,-2,0.777656,2.467825
al,14,0.125,-1,0.794331,6.486366
al,14,0.125,-2,0.827684,0.350156
al,14,0.125,1,0.844356,1.100515
al,14,0.125,-2,0.877713,0.550266
al,14,0.125,-1,0.894391,1.017136
al,14,0.125,-2,0.927733,0.333499
al,14,0.125,-1,0.944404,0.20008600000000001
al,14,0.125,-2,0.977751,0.100045
al,14,0.125,1,0.994428,2.801309
al,14,0.125,-2,1.027775,0.300141
al,14,0.125,-1,1.044449,2.601216
al,14,0.125,-2,1.077798,0.367078
al,14,0.125,1,1.094478,2.534278
al,14,0.125,-2,1.127827,2.351095
al,14,0.125,-1,1.144496,3.768426
al,14,0.125,-2,1.177845,1.083843
al,14,0.125,1,1.19452,1.45068
al,14,0.125,-2,1.227868,0.366834
al,14,0.125,-1,1.244542,2.484494
al,14,0.125,-2,1.277897,1.800847
al,14,0.125,1,1.294564,1.800838
al,14,0.125,-2,1.327919,0.050022
al,14,0.125,1,1.344597,0.250117
al,14,0.125,-2,1.37794,0.300141
al,14,0.125,-1,1.394614,4.001865
al,14,0.125,-2,1.427964,0.650306
al,14,0.125,1,1.44464,2.501171
al,14,0.125,-1,1.477985,1.500699
al,14,0.125,-2,1.494659,0.300145
al,14,0.125,1,1.528014,0.600274
al,14,0.125,-2,1.544686,0.700329
al,14,0.125,-1,1.578035,4.402054
al,14,0.125,-2,1.594708,0.200097
al,14,0.125,1,1.628057,2.11766
al,14,0.125,-2,1.644732,0.150066
al,14,0.125,-1,1.678081,2.534521
al,14,0.125,-2,1.694752,0.150067
al,25,0.25,-2,0.009055,0.850345
al,25,0.25,-1,0.042347,3.685046
al,25,0.25,-2,0.059023,0.350171
al,25,0.25,1,0.09237,1.700788
al,25,0.25,-2,0.109046,0.350164
al,25,0.25,-1,0.142393,3.768426
al,25,0.25,-2,0.159068,0.233443
al,25,0.25,1,0.192416,3.468282
al,25,0.25,-2,0.209099,0.733677
al,25,0.25,-1,0.242445,3.201489
al,25,0.25,-2,0.259123,0.717003
al,25,0.25,-1,0.292466,0.733677
al,25,0.25,-2,0.30914,0.016676
al,25,0.25,1,0.342488,3.768423
al,25,0.25,-2,0.35916,0.166741
al,25,0.25,-1,0.392511,4.985657
al,25,0.25,-2,0.409185,0.483558
al,25,0.25,1,0.44254,3.018075
al,25,0.25,-2,0.459214,0.733675
al,25,0.25,-1,0.492557,2.901353
al,25,0.25,-2,0.509231,0.150076
al,25,0.25,1,0.54258,2.551186
al,25,0.25,-2,0.559257,0.466883
al,25,0.25,-1,0.592604,4.001867
al,25,0.25,-2,0.609278,0.400187
al,25,0.25,1,0.642629,4.085236
al,25,0.25,-2,0.659306,0.25012
al,25,0.25,-1,0.692656,4.452076
al,25,0.25,-2,0.709342,1.000467
al,25,0.25,1,0.742675,1.850864
al,25,0.25,-2,0.759349,0.100058
al,25,0.25,-1,0.792697,2.100968
al,25,0.25,-2,0.809371,0.200094
al,25,0.25,1,0.84272,3.368234
al,25,0.25,-1,0.8594,2.567869
al,25,0.25,-2,0.892749,1.000467
al,25,0.25,1,0.909424,1.95091
al,25,0.25,-2,0.942766,0.250115
al,25,0.25,-1,0.959527,3.885152
al,25,0.25,-2,0.992799,0.050017
al,25,0.25,1,1.009464,3.201524
al,25,0.25,-1,1.042811,2.351071
al,25,0.25,-2,1.059489,0.750347
al,25,0.25,-1,1.092838,0.700326
al,25,0.25,-2,1.109514,0.300148
al,25,0.25,1,1.142863,2.251046
al,25,0.25,-2,1.159534,0.116718
al,25,0.25,-1,1.192884,1.634099
al,25,0.25,-2,1.209559,3.018068
al,25,0.25,-1,1.242907,1.484027
al,25,0.25,-2,1.259583,0.150071
al,25,0.25,1,1.292932,1.500702
al,25,0.25,-2,1.309604,0.550259
al,25,0.25,-1,1.342959,4.302007
al,25,0.25,-2,1.359632,0.200089
al,25,0.25,1,1.392976,3.051432
al,25,0.25,-2,1.409651,0.750344
al,25,0.25,-1,1.443002,2.3511
al,25,0.25,-2,1.459675,0.06669
al,25,0.25,1,1.493023,2.334428
al,25,0.25,-2,1.509698,0.767022
al,25,0.25,-1,1.54305,2.617893
al,25,0.25,-2,1.559728,0.150067
al,25,0.25,1,1.593076,3.985193
al,25,0.25,-2,1.609745,0.300146
al,25,0.25,-1,1.643094,3.551655
al,25,0.25,-2,1.659768,0.116716
al,25,0.25,1,1.693119,3.184822
al,25,0.25,-2,1.709789,0.216771
al,25,0.25,-1,1.74314,3.301537
al,25,0.25,-2,1.759851,0.050025
al,26,0.25,-2,0.009891,0.583557
al,26,0.25,-1,0.043186,7.203352
al,26,0.25,-2,0.059858,0.250117
al,26,0.25,1,0.09321,1.550724
al,26,0.25,-2,0.109887,0.466886
al,26,0.25,-1,0.143238,0.950445
al,26,0.25,-2,0.159905,1.283924
al,26,0.25,-1,0.193254,0.60028
al,26,0.25,-2,0.209929,0.917098
al,26,0.25,1,0.243281,2.201022
al,26,0.25,-2,0.25995,0.350173
al,26,0.25,-1,0.293299,2.901352
al,26,0.25,-2,0.309975,0.950434
al,26,0.25,-1,0.34333,0.516908
al,26,0.25,-2,0.360002,0.700331
al,26,0.25,1,0.393353,3.985187
al,26,0.25,-2,0.410023,0.516915
al,26,0.25,-1,0.443375,6.953234
al,26,0.25,-2,0.460047,0.233442
al,26,0.25,1,0.493394,3.101442
al,26,0.25,-2,0.510065,0.350164
al,26,0.25,-1,0.543417,4.418725
al,26,0.25,-2,0.560097,0.033354
al,26,0.25,1,0.593448,3.551653
al,26,0.25,-2,0.610115,0.100047
al,26,0.25,-1,0.643464,4.502098
al,26,0.25,-2,0.660141,1.750816
al,26,0.25,1,0.693488,3.184814
al,26,0.25,-2,0.71016,0.483566
al,26,0.25,-1,0.743514,5.252443
al,26,0.25,-2,0.760187,1.167215
al,26,0.25,1,0.793541,0.583602
al,26,0.25,-2,0.810214,0.416861
al,26,0.25,-1,0.843559,4.185286
al,26,0.25,-2,0.860232,0.250117
al,26,0.25,1,0.893585,2.50116
al,26,0.25,-2,0.910256,0.316817
al,26,0.25,-1,0.943601,6.286269
al,26,0.25,-2,0.960278,0.300136
al,26,0.25,1,0.993631,3.751756
al,26,0.25,-2,1.010306,0.600277
al,26,0.25,-1,1.043654,4.368697
al,26,0.25,-2,1.060324,1.634111
al,26,0.25,-1,1.093674,5.202408
al,26,0.25,-2,1.110347,0.600287
al,26,0.25,1,1.143696,2.017606
al,26,0.25,-2,1.160371,0.083366
al,26,0.25,-1,1.19372,1.967583
al,26,0.25,-2,1.210395,0.40019
al,26,0.25,1,1.243746,2.851329
al,26,0.25,-2,1.260421,0.650302
al,26,0.25,1,1.293766,0.100042
al,26,0.25,-2,1.310441,0.51691
al,26,0.25,-1,1.343792,6.486355
al,26,0.25,-2,1.360464,2.901356
al,26,0.25,-1,1.393817,3.651706
al,26,0.25,-2,1.410488,0.200097
al,26,0.25,1,1.443839,2.717923
al,26,0.25,-2,1.460517,0.383517
al,37,0.5,-2,0.017097,1.550673
al,37,0.5,-1,0.033721,0.666981
al,37,0.5,-2,0.067074,2.501173
al,37,0.5,-1,0.083748,3.001398
al,37,0.5,-2,0.117092,0.550263
al,37,0.5,1,0.133766,1.100509
al,37,0.5,-2,0.167116,1.183893
al,37,0.5,-1,0.18379,4.518774
al,37,0.5,-2,0.217139,0.200099
al,37,0.5,1,0.233814,4.001867
al,37,0.5,-2,0.267161,0.200094
al,37,0.5,-1,0.283838,1.200562
al,37,0.5,-2,0.317188,1.617427
al,37,0.5,-1,0.333863,3.251516
al,37,0.5,-2,0.367207,0.883746
al,37,0.5,1,0.383885,1.600748
al,37,0.5,-2,0.417233,0.70033
al,37,0.5,-1,0.433906,2.617889
al,37,0.5,-2,0.467253,0.183421
al,37,0.5,1,0.483928,2.417796
al,37,0.5,-2,0.517281,0.333491
al,37,0.5,-1,0.533967,1.15054
al,37,0.5,-2,0.567301,0.750351
al,37,0.5,1,0.583976,2.151025
al,37,0.5,-2,0.617327,0.216775
al,37,0.5,-1,0.634001,3.484935
al,37,0.5,-2,0.66735,1.050495
al,37,0.5,1,0.684026,0.45021
al,37,0.5,-2,0.717371,0.050018
al,37,0.5,-1,0.734052,0.750356
al,37,0.5,-2,0.7674,0.150068
al,37,0.5,1,0.784071,2.301078
al,37,0.5,-2,0.81742,0.650303
al,37,0.5,-1,0.834096,2.20103
al,37,0.5,-2,0.867445,0.400188
al,37,0.5,1,0.884117,1.767487
al,37,0.5,-2,0.917467,1.200578
al,37,0.5,-1,0.934141,3.735065
al,37,0.5,-2,0.967492,0.967123
al,37,0.5,1,0.98417,4.00187
al,37,0.5,-2,1.017511,0.416868
al,37,0.5,-1,1.034188,3.901819
al,37,0.5,-2,1.067534,0.700329
al,37,0.5,-1,1.08421,0.983791
al,37,0.5,-2,1.11756,0.266792
al,37,0.5,1,1.134235,2.68459
al,37,0.5,-2,1.167583,0.216771
al,37,0.5,-1,1.184264,4.051891
al,37,0.5,-2,1.217611,0.733682
al,37,0.5,1,1.234282,1.51737
al,37,0.5,-2,1.26763,1.133866
al,37,0.5,-1,1.284303,1.900887
al,37,0.5,-2,1.317652,0.800534
al,37,0.5,1,1.334327,1.367145
al,37,0.5,-2,1.367676,0.300142
al,37,0.5,-1,1.384349,2.284401
al,37,0.5,-2,1.417705,1.117189
al,37,0.5,1,1.43438,1.383987
al,37,0.5,-2,1.467724,0.250117
al,37,0.5,-1,1.4844,2.417798
al,37,0.5,-2,1.517747,0.883744
al,37,0.5,1,1.534421,2.451145
al,37,0.5,-2,1.56777,0.867072
al,37,0.5,-1,1.584443,1.500697
al,37,0.5,-2,1.617794,2.217704
al,37,0.5,-1,1.634471,2.784767
al,37,0.5,-2,1.667827,0.500105
al,37,0.5,1,1.68449,2.267724
al,37,0.5,-2,1.717841,0.35017
al,37,0.5,-1,1.734515,1.200559
al,37,0.5,-2,1.767866,0.550261
al,37,0.5,1,1.784539,0.750349
al,37,0.5,-2,1.817887,1.13386
al,37,0.5,-1,1.834562,2.050962
al,37,0.5,-2,1.867917,1.250586
al,37,0.5,1,1.884636,0.967116
al,37,0.5,-2,1.917936,0.533586
al,37,0.5,-1,1.934609,1.767493
al,37,0.5,-2,1.967956,0.683661
al,37,0.5,1,1.984631,0.716989
al,37,0.5,-2,2.01798,0.483561
al,37,0.5,-1,2.034654,2.617892
al,37,0.5,-2,2.068007,0.48356
al,38,0.5,-2,0.012227,1.28387
al,38,0.5,-1,0.045516,4.668849
al,38,0.5,-2,0.06219,0.76702
al,38,0.5,1,0.095536,0.233441
al,38,0.5,-2,0.112216,0.867072
al,38,0.5,-1,0.145562,1.150534
al,38,0.5,-2,0.162235,0.100051
al,38,0.5,1,0.195589,2.151
al,38,0.5,-2,0.212262,0.750356
al,38,0.5,-1,0.24561,2.6845850000000002
al,38,0.5,-2,0.262285,1.317282
al,38,0.5,1,0.295632,3.034742
al,38,0.5,-2,0.312306,1.45068
al,38,0.5,-1,0.345653,7.103312
al,38,0.5,-2,0.362328,0.450209
al,38,0.5,1,0.395678,5.452541
al,38,0.5,-2,0.412352,1.017142
al,38,0.5,-1,0.445705,6.002799
al,38,0.5,-2,0.46238,0.983791
al,38,0.5,1,0.495724,1.500695
al,38,0.5,-2,0.5124,2.100983
al,38,0.5,1,0.545745,3.118118
al,38,0.5,-2,0.562422,0.133394
al,38,0.5,-1,0.595771,6.319615
al,38,0.5,-2,0.612445,0.250117
al,38,0.5,1,0.645796,1.550721
al,38,0.5,-2,0.662475,0.300152
al,38,0.5,-1,0.695818,1.100507
al,38,0.5,-2,0.712492,0.200089
al,38,0.5,1,0.74584,1.400651
al,38,0.5,-2,0.762519,2.717935
al,38,0.5,-1,0.795863,1.600746
al,38,0.5,-2,0.812538,0.43354
al,38,0.5,1,0.829218,2.11765
al,38,0.5,-2,0.862569,1.534056
al,38,0.5,-1,0.895913,7.15333
al,38,0.5,-2,0.912594,0.266796
al,38,0.5,1,0.945936,4.602145
al,38,0.5,-2,0.962609,0.233439
al,38,0.5,-1,0.99596,2.501163
al,38,0.5,-2,1.012634,0.450214
al,38,0.5,1,1.045983,2.801311
al,38,0.5,-2,1.062657,0.100041
al,38,0.5,-1,1.09601,3.301539
al,38,0.5,-2,1.112691,2.667912
al,38,0.5,-1,1.146027,4.418725
al,38,0.5,-2,1.162702,0.833725
al,38,0.5,1,1.196055,5.002326
al,38,0.5,-2,1.212725,0.516915
al,38,0.5,-1,1.24608,2.484487
al,38,0.5,-2,1.262748,0.450215
al,38,0.5,1,1.296097,1.35063
al,38,0.5,-2,1.312777,0.767018
al,38,0.5,-1,1.346126,1.784166
al,38,0.5,-2,1.362794,0.450211
al,38,0.5,1,1.396144,3.351568
al,38,0.5,-2,1.412818,0.300132
al,38,0.5,-1,1.446168,3.201495
al,38,0.5,-2,1.46284,0.300143
al,38,0.5,1,1.496192,1.650771
al,38,0.5,-2,1.512865,0.150069
al,49,1,-2,0.012777,1.750766
al,49,1,-1,0.046079,0.500238
al,49,1,-2,0.06275,1.350632
al,49,1,-1,0.096094,0.95044
al,49,1,-2,0.112769,0.350166
al,49,1,1,0.129443,0.666975
al,49,1,-2,0.162791,0.900427
al,49,1,-1,0.179466,0.883741
al,49,1,-2,0.212815,0.200098
al,49,1,1,0.229488,2.067638
al,49,1,-2,0.262843,1.63409
al,49,1,-1,0.279521,1.200563
al,49,1,-2,0.312865,0.116722
al,49,1,1,0.329537,2.851332
al,49,1,-2,0.362887,0.183422
al,49,1,-1,0.379564,2.000938
al,49,1,-2,0.412913,0.200105
al,49,1,1,0.429583,0.150053
al,49,1,-2,0.462934,0.216766
al,49,1,-1,0.479613,1.183891
al,49,1,-2,0.512963,2.90136
al,49,1,-1,0.52963,3.051426
al,49,1,-2,0.562979,0.050023
al,49,1,1,0.579658,2.367773
al,49,1,-2,0.613005,0.283473
al,49,1,-1,0.629676,1.400652
al,49,1,-2,0.663027,1.317285
al,49,1,1,0.679702,1.584074
al,49,1,-2,0.713055,0.400185
al,49,1,-1,0.729728,2.601211
al,49,1,-2,0.763072,0.867072
al,49,1,1,0.779748,2.684592
al,49,1,-2,0.813095,0.666978
al,49,1,-1,0.829772,1.200567
al,49,1,-2,0.863118,0.150068
al,49,1,1,0.879793,1.167209
al,49,1,-2,0.913143,0.333489
al,49,1,-1,0.929819,0.950445
al,49,1,-2,0.963171,1.75082
al,49,1,-1,0.979841,0.70033
al,49,1,-2,1.013191,0.166742
al,49,1,1,1.029865,2.301074
al,49,1,-2,1.063212,0.200092
al,49,1,-1,1.079887,2.284407
al,49,1,-2,1.113238,0.200094
al,49,1,1,1.129912,3.251515
al,49,1,-2,1.163265,0.416868
al,49,1,-1,1.179938,1.834188
al,49,1,-2,1.213281,0.05002
al,49,1,1,1.229958,1.750821
al,49,1,-2,1.263308,0.800375
al,49,1,-1,1.279985,1.400655
al,49,1,-2,1.313332,0.950443
al,49,1,1,1.330005,1.350636
al,49,1,-2,1.363356,0.616954
al,49,1,-1,1.380034,2.53452
al,49,1,-2,1.413382,1.100523
al,49,1,-1,1.430051,1.567392
al,49,1,-2,1.4634,0.283463
al,49,1,1,1.480075,2.76796
al,49,1,-2,1.513424,0.600285
al,49,1,-1,1.530097,3.234845
al,49,1,-2,1.563447,0.300135
al,49,1,1,1.580121,1.450684
al,49,1,-2,1.613476,2.651233
al,49,1,-1,1.63015,4.468764
al,49,1,-2,1.663497,0.233446
al,49,1,1,1.680168,3.401582
al,49,1,-2,1.713517,0.266789
al,49,1,-1,1.730193,3.201503
al,49,1,-2,1.763542,0.800371
al,49,1,1,1.780218,2.667916
al,49,1,-2,1.813568,0.300141
al,49,1,-1,1.830244,4.485432
al,49,1,-2,1.863591,0.900426
al,49,1,1,1.880262,2.517835
al,49,1,-2,1.913612,0.533586
al,49,1,-1,1.930283,2.301074
al,49,1,-2,1.963635,1.217235
al,49,1,1,1.98031,2.050961
al,49,1,-2,2.013659,0.350163
al,49,1,-1,2.030336,4.251989
al,49,1,-2,2.063687,0.75036
al,49,1,1,2.08036,1.600747
al,49,1,-2,2.113705,0.583602
al,49,1,-1,2.13038,1.000468
al,49,1,-2,2.163729,0.2001
al,49,1,1,2.180403,1.867533
al,49,1,-2,2.21375,0.133404
al,50,1,-2,0.014726,0.700274
al,50,1,-1,0.031354,5.402519
al,50,1,-2,0.064694,1.800843
al,50,1,-1,0.081367,1.05048
al,50,1,-2,0.114714,1.00047
al,50,1,1,0.131389,0.600277
al,50,1,-2,0.164741,0.200094
al,50,1,-1,0.181413,0.550262
al,50,1,-2,0.214763,0.150063
al,50,1,1,0.231442,1.35063
al,50,1,-2,0.264791,0.100053
al,50,1,-1,0.281464,3.46828
al,50,1,-2,0.314807,1.183887
al,50,1,1,0.331484,1.600745
al,50,1,-2,0.364832,0.700326
al,50,1,-1,0.381508,2.401122
al,50,1,-2,0.414856,0.166744
al,50,1,1,0.431532,3.234841
al,50,1,-2,0.464884,0.166746
al,50,1,-1,0.481564,1.400652
al,50,1,-2,0.514901,0.600284
al,50,1,1,0.531577,1.083833
al,50,1,-2,0.564925,0.200095
al,50,1,-1,0.5816,4.768886
al,50,1,-2,0.614949,0.300148
al,50,1,1,0.631624,1.100505
al,50,1,-2,0.664975,0.250115
al,50,1,-1,0.68165,4.402053
al,50,1,-2,0.715,0.200098
al,50,1,1,0.731671,3.351559
al,50,1,-2,0.765024,1.150535
al,50,1,-1,0.781692,0.900416
al,50,1,-2,0.815043,0.116722
al,50,1,1,0.831715,0.950445
al,50,1,-2,0.865063,0.233443
al,50,1,-1,0.88174,2.301071
al,50,1,-2,0.915093,0.250123
al,50,1,1,0.931767,1.250578
al,50,1,-2,0.965111,0.700329
al,50,1,-1,0.981784,1.950906
al,50,1,-2,1.015136,1.200562
al,50,1,1,1.031811,0.550254
al,50,1,-2,1.065161,0.45021
al,50,1,1,1.081833,0.900422
al,50,1,-2,1.115182,0.150073
al,50,1,-1,1.131859,1.450672
al,50,1,-2,1.16521,0.650303
al,50,1,1,1.181877,2.968047
al,50,1,-2,1.215229,0.200094
al,50,1,-1,1.231902,4.385382
al,50,1,-2,1.265251,0.300138
al,50,1,1,1.281927,2.151001
al,50,1,-2,1.315276,0.050027
al,50,1,-1,1.331951,4.518774
al,50,1,-2,1.365307,0.200094
al,50,1,1,1.381977,2.217696
al,50,1,-2,1.415321,0.100051
al,50,1,-1,1.431996,3.434933
al,50,1,-2,1.465348,0.366837
al,50,1,1,1.48202,1.083842
